datetime,close_spy,close_qqq
2021-02-25 06:00:00,382.33,312.83
2021-02-26 06:00:00,380.36,314.14
2021-03-01 06:00:00,389.58,323.59
2021-03-02 06:00:00,386.54,318.4
2021-03-03 06:00:00,381.42,309.16
2021-03-04 06:00:00,376.7,304.1
2021-03-05 06:00:00,383.63,308.68
2021-03-08 06:00:00,381.72,299.94
2021-03-09 06:00:00,387.17,311.77
2021-03-10 06:00:00,389.58,310.88
2021-03-11 06:00:00,393.53,318.04
2021-03-12 06:00:00,394.06,315.46
2021-03-15 05:00:00,396.41,318.83
2021-03-16 05:00:00,395.91,320.58
2021-03-17 05:00:00,397.26,321.9
2021-03-18 05:00:00,391.48,312.04
2021-03-19 05:00:00,389.48,313.14
2021-03-22 05:00:00,392.59,318.61
2021-03-23 05:00:00,389.5,317.22
2021-03-24 05:00:00,387.52,311.87
2021-03-25 05:00:00,389.7,311.33
2021-03-26 05:00:00,395.98,316.0
2021-03-29 05:00:00,395.78,315.91
2021-03-30 05:00:00,394.73,314.32
2021-03-31 05:00:00,396.33,319.13
2021-04-01 05:00:00,400.61,324.57
2021-04-05 05:00:00,406.36,331.05
2021-04-06 05:00:00,406.12,330.82
2021-04-07 05:00:00,406.59,331.62
2021-04-08 05:00:00,408.52,335.08
2021-04-09 05:00:00,411.49,337.11
2021-04-12 05:00:00,411.64,336.67
2021-04-13 05:00:00,412.86,340.6
2021-04-14 05:00:00,411.45,336.51
2021-04-15 05:00:00,415.87,341.61
2021-04-16 05:00:00,417.26,342.01
2021-04-19 05:00:00,415.21,338.88
2021-04-20 05:00:00,412.17,336.41
2021-04-21 05:00:00,416.07,339.29
2021-04-22 05:00:00,412.27,335.2
2021-04-23 05:00:00,416.74,339.42
2021-04-26 05:00:00,417.61,341.63
2021-04-27 05:00:00,417.52,340.15
2021-04-28 05:00:00,417.4,339.0
2021-04-29 05:00:00,420.06,340.22
2021-04-30 05:00:00,417.3,337.99
2021-05-03 05:00:00,418.2,336.19
2021-05-04 05:00:00,415.62,330.14
2021-05-05 05:00:00,415.75,329.03
2021-05-06 05:00:00,419.07,331.51
2021-05-07 05:00:00,422.12,334.2
2021-05-10 05:00:00,417.94,325.76
